mode,l,m,n,theory,operator,derivative_order,parity,branch,k,coefficient_re,coefficient_im,maximum_fit_order,source_file,source_commit,source_repository,source_paper,license
220,2,2,0,quartic_2,epsilon2,8,preserving,minus,4,2.1579,2.9233,11,quartic_2_minus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_2,epsilon2,8,preserving,minus,5,3.3555,-2.5489,11,quartic_2_minus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_2,epsilon2,8,preserving,minus,6,-1.8447,-3.4906,11,quartic_2_minus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_2,epsilon2,8,preserving,minus,7,-2.0263,0.16681,11,quartic_2_minus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_2,epsilon2,8,preserving,minus,8,-0.057567,-0.64622,11,quartic_2_minus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_2,epsilon2,8,preserving,minus,9,-1.0894,-1.045,11,quartic_2_minus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_2,epsilon2,8,preserving,minus,10,-2.0896,-0.010349,11,quartic_2_minus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_2,epsilon2,8,preserving,minus,11,-2.1003,0.0,11,quartic_2_minus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,plus,0,0.073712,0.13639,12,quartic_3_plus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,plus,1,0.24246,0.50962,12,quartic_3_plus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,plus,2,1.5894,0.21108,12,quartic_3_plus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,plus,3,1.3389,-2.8261,12,quartic_3_plus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,plus,4,-3.5717,-2.8757,12,quartic_3_plus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,plus,5,-3.9159,3.0694,12,quartic_3_plus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,plus,6,1.6905,3.3611,12,quartic_3_plus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,plus,7,1.5078,-0.59446,12,quartic_3_plus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,plus,8,-0.3201,0.19374,12,quartic_3_plus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,plus,9,0.79901,0.34362,12,quartic_3_plus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,plus,10,0.34526,-0.39272,12,quartic_3_plus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,plus,11,0.0,0.025473,12,quartic_3_plus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,plus,12,0.0,-0.22868,12,quartic_3_plus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,minus,0,-0.073712,-0.13639,12,quartic_3_minus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,minus,1,-0.24246,-0.50962,12,quartic_3_minus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,minus,2,-1.5894,-0.21108,12,quartic_3_minus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,minus,3,-1.3389,2.8261,12,quartic_3_minus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,minus,4,3.5717,2.8757,12,quartic_3_minus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,minus,5,3.9159,-3.0694,12,quartic_3_minus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,minus,6,-1.6905,-3.3611,12,quartic_3_minus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,minus,7,-1.5078,0.59446,12,quartic_3_minus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,minus,8,0.3201,-0.19374,12,quartic_3_minus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,minus,9,-0.79901,-0.34362,12,quartic_3_minus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,minus,10,-0.34526,0.39272,12,quartic_3_minus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,minus,11,0.0,-0.025473,12,quartic_3_minus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
220,2,2,0,quartic_3,epsilon3,8,breaking,minus,12,0.0,0.22868,12,quartic_3_minus_l2_m2_n0.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_even,lambda_ev,6,preserving,plus,0,0.11657,0.47777,11,cubic_even_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_even,lambda_ev,6,preserving,plus,1,2.3298,0.10255,11,cubic_even_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_even,lambda_ev,6,preserving,plus,2,0.53678,-4.4746,11,cubic_even_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_even,lambda_ev,6,preserving,plus,3,-8.2489,-2.2406,11,cubic_even_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_even,lambda_ev,6,preserving,plus,4,-5.2572,8.845,11,cubic_even_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_even,lambda_ev,6,preserving,plus,5,7.0909,5.1458,11,cubic_even_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_even,lambda_ev,6,preserving,plus,6,3.9409,-4.9844,11,cubic_even_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_even,lambda_ev,6,preserving,plus,7,-1.3388,-1.8181,11,cubic_even_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_even,lambda_ev,6,preserving,plus,8,1.5316,-0.68375,11,cubic_even_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_even,lambda_ev,6,preserving,plus,9,0.22496,-2.3438,11,cubic_even_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_even,lambda_ev,6,preserving,plus,10,0.42306,-0.12774,11,cubic_even_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_even,lambda_ev,6,preserving,plus,11,1.6451,0.0,11,cubic_even_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_even,lambda_ev,6,preserving,minus,0,0.17727,-0.6041,10,cubic_even_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_even,lambda_ev,6,preserving,minus,1,-2.586,-0.97579,10,cubic_even_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_even,lambda_ev,6,preserving,minus,2,-3.1787,4.6912,10,cubic_even_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_even,lambda_ev,6,preserving,minus,3,6.8216,6.2612,10,cubic_even_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_even,lambda_ev,6,preserving,minus,4,9.0185,-6.2549,10,cubic_even_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_even,lambda_ev,6,preserving,minus,5,-4.1248,-8.0579,10,cubic_even_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_even,lambda_ev,6,preserving,minus,6,-4.8223,2.5015,10,cubic_even_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_even,lambda_ev,6,preserving,minus,7,1.2267,1.2358,10,cubic_even_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_even,lambda_ev,6,preserving,minus,8,-1.4568,-0.60423,10,cubic_even_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_even,lambda_ev,6,preserving,minus,9,-0.88776,1.695,10,cubic_even_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_even,lambda_ev,6,preserving,minus,10,0.56331,0.090482,10,cubic_even_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_odd,lambda_odd,6,breaking,plus,0,0.017766,-0.54485,10,cubic_odd_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_odd,lambda_odd,6,breaking,plus,1,-2.5038,-0.48649,10,cubic_odd_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_odd,lambda_odd,6,breaking,plus,2,-1.8044,4.734,10,cubic_odd_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_odd,lambda_odd,6,breaking,plus,3,7.7822,4.2557,10,cubic_odd_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_odd,lambda_odd,6,breaking,plus,4,7.2633,-7.8408,10,cubic_odd_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_odd,lambda_odd,6,breaking,plus,5,-5.7637,-6.8426,10,cubic_odd_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_odd,lambda_odd,6,breaking,plus,6,-4.4921,3.6928,10,cubic_odd_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_odd,lambda_odd,6,breaking,plus,7,1.3166,1.4703,10,cubic_odd_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_odd,lambda_odd,6,breaking,plus,8,-1.6078,0.0021667,10,cubic_odd_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_odd,lambda_odd,6,breaking,plus,9,-0.85628,2.0498,10,cubic_odd_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_odd,lambda_odd,6,breaking,plus,10,0.42894,0.14174,10,cubic_odd_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_odd,lambda_odd,6,breaking,minus,0,-0.017766,0.54485,10,cubic_odd_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_odd,lambda_odd,6,breaking,minus,1,2.5038,0.48649,10,cubic_odd_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_odd,lambda_odd,6,breaking,minus,2,1.8044,-4.734,10,cubic_odd_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_odd,lambda_odd,6,breaking,minus,3,-7.7822,-4.2557,10,cubic_odd_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_odd,lambda_odd,6,breaking,minus,4,-7.2633,7.8408,10,cubic_odd_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_odd,lambda_odd,6,breaking,minus,5,5.7637,6.8426,10,cubic_odd_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_odd,lambda_odd,6,breaking,minus,6,4.4921,-3.6928,10,cubic_odd_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_odd,lambda_odd,6,breaking,minus,7,-1.3166,-1.4703,10,cubic_odd_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_odd,lambda_odd,6,breaking,minus,8,1.6078,-0.0021667,10,cubic_odd_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_odd,lambda_odd,6,breaking,minus,9,0.85628,-2.0498,10,cubic_odd_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,cubic_odd,lambda_odd,6,breaking,minus,10,-0.42894,-0.14174,10,cubic_odd_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_1,epsilon1,8,preserving,plus,0,-0.42842,-1.2311,12,quartic_1_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_1,epsilon1,8,preserving,plus,1,-2.7292,-0.77929,12,quartic_1_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_1,epsilon1,8,preserving,plus,2,-4.467,6.3963,12,quartic_1_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_1,epsilon1,8,preserving,plus,3,10.813,12.176,12,quartic_1_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_1,epsilon1,8,preserving,plus,4,21.262,-15.464,12,quartic_1_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_1,epsilon1,8,preserving,plus,5,-17.081,-28.589,12,quartic_1_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_1,epsilon1,8,preserving,plus,6,-27.449,13.267,12,quartic_1_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_1,epsilon1,8,preserving,plus,7,7.9082,16.086,12,quartic_1_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_1,epsilon1,8,preserving,plus,8,1.6393,-4.4599,12,quartic_1_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_1,epsilon1,8,preserving,plus,9,-4.0787,6.6689,12,quartic_1_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_1,epsilon1,8,preserving,plus,10,5.5155,0.28289,12,quartic_1_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_1,epsilon1,8,preserving,plus,11,-1.369,-2.3738,12,quartic_1_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_1,epsilon1,8,preserving,plus,12,0.0,5.0466,12,quartic_1_plus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_1,epsilon1,8,preserving,minus,0,-0.60049,0.47332,11,quartic_1_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_1,epsilon1,8,preserving,minus,1,0.86063,2.2755,11,quartic_1_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_1,epsilon1,8,preserving,minus,2,6.8339,-5.0869,11,quartic_1_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_1,epsilon1,8,preserving,minus,3,-8.0807,-19.718,11,quartic_1_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
221,2,2,1,quartic_1,epsilon1,8,preserving,minus,4,-31.408,4.5126,11,quartic_1_minus_l2_m2_n1.txt,0afe6281bec6a6224bfd55fe4600d5966c6a7135,https://github.com/pacmn91/BeyondKerrQNM,https://arxiv.org/abs/2409.04517,GPL-3.0
